Data;Dia;Postos horários;kW fornecido;UFER;DMCR
05/09/2021 11:45;Domingo;Fora Ponta;0,482;-;-
05/09/2021 12:00;Domingo;Fora Ponta;0,456;-;-
05/09/2021 12:15;Domingo;Fora Ponta;0,443;-;-
05/09/2021 12:30;Domingo;Fora Ponta;0,42;0,008;0,458
05/09/2021 12:45;Domingo;Fora Ponta;0,486;-;-
05/09/2021 13:00;Domingo;Fora Ponta;0,522;-;-
05/09/2021 13:15;Domingo;Fora Ponta;0,5;-;-
05/09/2021 13:30;Domingo;Fora Ponta;0,412;0;0,48
05/09/2021 13:45;Domingo;Fora Ponta;0,421;-;-
05/09/2021 14:00;Domingo;Fora Ponta;0,402;-;-
05/09/2021 14:15;Domingo;Fora Ponta;0,368;-;-
05/09/2021 14:30;Domingo;Fora Ponta;0,35;0;0
05/09/2021 14:45;Domingo;Fora Ponta;0,335;-;-
05/09/2021 15:00;Domingo;Fora Ponta;0,392;-;-
05/09/2021 15:15;Domingo;Fora Ponta;0,397;-;-
05/09/2021 15:30;Domingo;Fora Ponta;0,448;0;0
05/09/2021 15:45;Domingo;Fora Ponta;0,42;-;-
05/09/2021 16:00;Domingo;Fora Ponta;0,415;-;-
05/09/2021 16:15;Domingo;Fora Ponta;0,396;-;-
05/09/2021 16:30;Domingo;Fora Ponta;0,397;0;0
05/09/2021 16:45;Domingo;Fora Ponta;0,367;-;-
05/09/2021 17:00;Domingo;Fora Ponta;0,356;-;-
05/09/2021 17:15;Domingo;Fora Ponta;0,368;-;-
05/09/2021 17:30;Domingo;Fora Ponta;0,347;0;0
05/09/2021 17:45;Domingo;Fora Ponta;0,308;-;-
05/09/2021 18:00;Domingo;Fora Ponta;0,365;-;-
05/09/2021 18:15;Domingo;Fora Ponta;0,403;-;-
05/09/2021 18:30;Domingo;Fora Ponta;0,378;0,004;0,368
05/09/2021 18:45;Domingo;Fora Ponta;0,38;-;-
05/09/2021 19:00;Domingo;Fora Ponta;0,337;-;-
05/09/2021 19:15;Domingo;Fora Ponta;0,284;-;-
05/09/2021 19:30;Domingo;Fora Ponta;0,118;0,042;0,322
05/09/2021 19:45;Domingo;Fora Ponta;0,204;-;-
05/09/2021 20:00;Domingo;Fora Ponta;0,385;-;-
05/09/2021 20:15;Domingo;Fora Ponta;0,319;-;-
05/09/2021 20:30;Domingo;Fora Ponta;0,235;0,041;0,327
05/09/2021 20:45;Domingo;Fora Ponta;0,319;-;-
05/09/2021 21:00;Domingo;Fora Ponta;0,23;-;-
05/09/2021 21:15;Domingo;Fora Ponta;0,269;-;-
05/09/2021 21:30;Domingo;Fora Ponta;0,248;0,036;0,303
05/09/2021 21:45;Domingo;Fora Ponta;0,302;-;-
05/09/2021 22:00;Domingo;Fora Ponta;0,253;-;-
05/09/2021 22:15;Domingo;Fora Ponta;0,263;-;-
05/09/2021 22:30;Domingo;Fora Ponta;0,2;0,031;0,286
05/09/2021 22:45;Domingo;Fora Ponta;0,21;-;-
05/09/2021 23:00;Domingo;Fora Ponta;0,206;-;-
05/09/2021 23:15;Domingo;Fora Ponta;0,268;-;-
05/09/2021 23:30;Domingo;Fora Ponta;0,287;0,037;0,279
05/09/2021 23:45;Domingo;Fora Ponta;0,282;-;-
06/09/2021 00:00;Segunda;Fora Ponta;0,263;-;-
06/09/2021 00:15;Segunda;Fora Ponta;0,154;-;-
06/09/2021 00:30;Segunda;Fora Ponta;0,023;0;0
06/09/2021 00:45;Segunda;Fora Ponta;0,023;-;-
06/09/2021 01:00;Segunda;Fora Ponta;0,023;-;-
06/09/2021 01:15;Segunda;Fora Ponta;0,023;-;-
06/09/2021 01:30;Segunda;Fora Ponta;0,023;0;0
06/09/2021 01:45;Segunda;Fora Ponta;0,023;-;-
06/09/2021 02:00;Segunda;Fora Ponta;0,023;-;-
06/09/2021 02:15;Segunda;Fora Ponta;0,024;-;-
06/09/2021 02:30;Segunda;Fora Ponta;0,277;0;0
06/09/2021 02:45;Segunda;Fora Ponta;0,635;-;-
06/09/2021 03:00;Segunda;Fora Ponta;0,628;-;-
06/09/2021 03:15;Segunda;Fora Ponta;0,638;-;-
06/09/2021 03:30;Segunda;Fora Ponta;0,504;0;0
06/09/2021 03:45;Segunda;Fora Ponta;0,643;-;-
06/09/2021 04:00;Segunda;Fora Ponta;0,611;-;-
06/09/2021 04:15;Segunda;Fora Ponta;0,626;-;-
06/09/2021 04:30;Segunda;Fora Ponta;0,403;0;0
06/09/2021 04:45;Segunda;Fora Ponta;0,516;-;-
06/09/2021 05:00;Segunda;Fora Ponta;0,497;-;-
06/09/2021 05:15;Segunda;Fora Ponta;0,674;-;-
06/09/2021 05:30;Segunda;Fora Ponta;0,486;0;0
06/09/2021 05:45;Segunda;Fora Ponta;0,504;-;-
06/09/2021 06:00;Segunda;Fora Ponta;0,515;-;-
06/09/2021 06:15;Segunda;Fora Ponta;0,305;-;-
06/09/2021 06:30;Segunda;Fora Ponta;0,028;0,067;0,405
06/09/2021 06:45;Segunda;Fora Ponta;0,024;-;-
06/09/2021 07:00;Segunda;Fora Ponta;0,03;-;-
06/09/2021 07:15;Segunda;Fora Ponta;0,03;-;-
06/09/2021 07:30;Segunda;Fora Ponta;0,031;0,251;0,28
06/09/2021 07:45;Segunda;Fora Ponta;0,031;-;-
06/09/2021 08:00;Segunda;Fora Ponta;0,031;-;-
06/09/2021 08:15;Segunda;Fora Ponta;0,048;-;-
06/09/2021 08:30;Segunda;Fora Ponta;0,062;0,219;0,262
06/09/2021 08:45;Segunda;Fora Ponta;0,08;-;-
06/09/2021 09:00;Segunda;Fora Ponta;0,113;-;-
06/09/2021 09:15;Segunda;Fora Ponta;0,146;-;-
06/09/2021 09:30;Segunda;Fora Ponta;0,09;0,212;0,32
06/09/2021 09:45;Segunda;Fora Ponta;0,139;-;-
06/09/2021 10:00;Segunda;Fora Ponta;0,146;-;-
06/09/2021 10:15;Segunda;Fora Ponta;0,139;-;-
06/09/2021 10:30;Segunda;Fora Ponta;0,125;0,203;0,341
06/09/2021 10:45;Segunda;Fora Ponta;0,364;-;-
06/09/2021 11:00;Segunda;Fora Ponta;0,266;-;-
06/09/2021 11:15;Segunda;Fora Ponta;0,16;-;-
06/09/2021 11:30;Segunda;Fora Ponta;0,305;0,124;0,398
06/09/2021 11:45;Segunda;Fora Ponta;0,385;-;-
06/09/2021 12:00;Segunda;Fora Ponta;0,386;-;-
06/09/2021 12:15;Segunda;Fora Ponta;0,427;-;-
06/09/2021 12:30;Segunda;Fora Ponta;0,346;0,023;0,409
06/09/2021 12:45;Segunda;Fora Ponta;0,25;-;-
06/09/2021 13:00;Segunda;Fora Ponta;0,391;-;-
06/09/2021 13:15;Segunda;Fora Ponta;0,312;-;-
06/09/2021 13:30;Segunda;Fora Ponta;0,269;0,057;0,362
06/09/2021 13:45;Segunda;Fora Ponta;0,335;-;-
06/09/2021 14:00;Segunda;Fora Ponta;0,371;-;-
06/09/2021 14:15;Segunda;Fora Ponta;0,463;-;-
06/09/2021 14:30;Segunda;Fora Ponta;0,436;0,044;0,445
06/09/2021 14:45;Segunda;Fora Ponta;0,486;-;-
06/09/2021 15:00;Segunda;Fora Ponta;0,439;-;-
06/09/2021 15:15;Segunda;Fora Ponta;0,419;-;-
06/09/2021 15:30;Segunda;Fora Ponta;0,439;0,035;0,481
06/09/2021 15:45;Segunda;Fora Ponta;0,247;-;-
06/09/2021 16:00;Segunda;Fora Ponta;0,414;-;-
06/09/2021 16:15;Segunda;Fora Ponta;0,367;-;-
06/09/2021 16:30;Segunda;Fora Ponta;0,43;0,035;0,4
06/09/2021 16:45;Segunda;Fora Ponta;0,464;-;-
06/09/2021 17:00;Segunda;Fora Ponta;0,43;-;-
06/09/2021 17:15;Segunda;Fora Ponta;0,331;-;-
06/09/2021 17:30;Segunda;Fora Ponta;0,104;0,027;0,36
06/09/2021 17:45;Segunda;Ponta;0,024;-;-
06/09/2021 18:00;Segunda;Ponta;0,02;-;-
06/09/2021 18:15;Segunda;Ponta;0,02;-;-
06/09/2021 18:30;Segunda;Ponta;0,022;0,14;0,162
06/09/2021 18:45;Segunda;Ponta;0,02;-;-
06/09/2021 19:00;Segunda;Ponta;0,023;-;-
06/09/2021 19:15;Segunda;Ponta;0,02;-;-
06/09/2021 19:30;Segunda;Ponta;0,02;0,12;0,141
06/09/2021 19:45;Segunda;Ponta;0,019;-;-
06/09/2021 20:00;Segunda;Ponta;0,019;-;-
06/09/2021 20:15;Segunda;Ponta;0,019;-;-
06/09/2021 20:30;Segunda;Ponta;0,018;0,12;0,139
06/09/2021 20:45;Segunda;Fora Ponta;0,018;-;-
06/09/2021 21:00;Segunda;Fora Ponta;0,032;-;-
06/09/2021 21:15;Segunda;Fora Ponta;0,15;-;-
06/09/2021 21:30;Segunda;Fora Ponta;0,139;0,088;0,173
06/09/2021 21:45;Segunda;Fora Ponta;0,186;-;-
06/09/2021 22:00;Segunda;Fora Ponta;0,262;-;-
06/09/2021 22:15;Segunda;Fora Ponta;0,541;-;-
06/09/2021 22:30;Segunda;Fora Ponta;0,517;0,037;0,414
06/09/2021 22:45;Segunda;Fora Ponta;0,474;-;-
06/09/2021 23:00;Segunda;Fora Ponta;0,474;-;-
06/09/2021 23:15;Segunda;Fora Ponta;0,526;-;-
06/09/2021 23:30;Segunda;Fora Ponta;0,637;0,026;0,553
06/09/2021 23:45;Segunda;Fora Ponta;0,629;-;-
07/09/2021 00:00;Terça;Fora Ponta;0,56;-;-
07/09/2021 00:15;Terça;Fora Ponta;0,624;-;-
07/09/2021 00:30;Terça;Fora Ponta;0,685;0;0
07/09/2021 00:45;Terça;Fora Ponta;0,644;-;-
07/09/2021 01:00;Terça;Fora Ponta;0,694;-;-
07/09/2021 01:15;Terça;Fora Ponta;0,551;-;-
07/09/2021 01:30;Terça;Fora Ponta;0,556;0;0
07/09/2021 01:45;Terça;Fora Ponta;0,532;-;-
07/09/2021 02:00;Terça;Fora Ponta;0,55;-;-
07/09/2021 02:15;Terça;Fora Ponta;0,504;-;-
07/09/2021 02:30;Terça;Fora Ponta;0,408;0;0
07/09/2021 02:45;Terça;Fora Ponta;0,332;-;-
07/09/2021 03:00;Terça;Fora Ponta;0,332;-;-
07/09/2021 03:15;Terça;Fora Ponta;0,294;-;-
07/09/2021 03:30;Terça;Fora Ponta;0,336;0;0
07/09/2021 03:45;Terça;Fora Ponta;0,401;-;-
07/09/2021 04:00;Terça;Fora Ponta;0,534;-;-
07/09/2021 04:15;Terça;Fora Ponta;0,532;-;-
07/09/2021 04:30;Terça;Fora Ponta;0,542;0;0
07/09/2021 04:45;Terça;Fora Ponta;0,685;-;-
07/09/2021 05:00;Terça;Fora Ponta;0,661;-;-
07/09/2021 05:15;Terça;Fora Ponta;0,59;-;-
07/09/2021 05:30;Terça;Fora Ponta;0,574;0;0
07/09/2021 05:45;Terça;Fora Ponta;0,55;-;-
07/09/2021 06:00;Terça;Fora Ponta;0,508;-;-
07/09/2021 06:15;Terça;Fora Ponta;0,538;-;-
07/09/2021 06:30;Terça;Fora Ponta;0,596;0,035;0,583
07/09/2021 06:45;Terça;Fora Ponta;0,608;-;-
07/09/2021 07:00;Terça;Fora Ponta;0,553;-;-
07/09/2021 07:15;Terça;Fora Ponta;0,428;-;-
07/09/2021 07:30;Terça;Fora Ponta;0,421;0,035;0,537
07/09/2021 07:45;Terça;Fora Ponta;0,46;-;-
07/09/2021 08:00;Terça;Fora Ponta;0,257;-;-
07/09/2021 08:15;Terça;Fora Ponta;0,264;-;-
07/09/2021 08:30;Terça;Fora Ponta;0,269;0,031;0,344
07/09/2021 08:45;Terça;Fora Ponta;0,264;-;-
07/09/2021 09:00;Terça;Fora Ponta;0,276;-;-
07/09/2021 09:15;Terça;Fora Ponta;0,276;-;-
07/09/2021 09:30;Terça;Fora Ponta;0,28;0,018;0,292
07/09/2021 09:45;Terça;Fora Ponta;0,276;-;-
07/09/2021 10:00;Terça;Fora Ponta;0,162;-;-
07/09/2021 10:15;Terça;Fora Ponta;0,044;-;-
07/09/2021 10:30;Terça;Fora Ponta;0,132;0,056;0,21
07/09/2021 10:45;Terça;Fora Ponta;0,2;-;-
07/09/2021 11:00;Terça;Fora Ponta;0,18;-;-
07/09/2021 11:15;Terça;Fora Ponta;0,342;-;-
07/09/2021 11:30;Terça;Fora Ponta;0,368;0,049;0,322
07/09/2021 11:45;Terça;Fora Ponta;0,287;-;-
07/09/2021 12:00;Terça;Fora Ponta;0,286;-;-
07/09/2021 12:15;Terça;Fora Ponta;0,302;-;-
07/09/2021 12:30;Terça;Fora Ponta;0,295;0,02;0,312
07/09/2021 12:45;Terça;Fora Ponta;0,299;-;-
07/09/2021 13:00;Terça;Fora Ponta;0,365;-;-
07/09/2021 13:15;Terça;Fora Ponta;0,439;-;-
07/09/2021 13:30;Terça;Fora Ponta;0,461;0,007;0,397
07/09/2021 13:45;Terça;Fora Ponta;0,467;-;-
07/09/2021 14:00;Terça;Fora Ponta;0,436;-;-
07/09/2021 14:15;Terça;Fora Ponta;0,415;-;-
07/09/2021 14:30;Terça;Fora Ponta;0,461;0,002;0,446
07/09/2021 14:45;Terça;Fora Ponta;0,425;-;-
07/09/2021 15:00;Terça;Fora Ponta;0,422;-;-
07/09/2021 15:15;Terça;Fora Ponta;0,368;-;-
07/09/2021 15:30;Terça;Fora Ponta;0,383;0,006;0,405
07/09/2021 15:45;Terça;Fora Ponta;0,554;-;-
07/09/2021 16:00;Terça;Fora Ponta;0,652;-;-
07/09/2021 16:15;Terça;Fora Ponta;0,326;-;-
07/09/2021 16:30;Terça;Fora Ponta;0,121;0,03;0,443
07/09/2021 16:45;Terça;Fora Ponta;0,11;-;-
07/09/2021 17:00;Terça;Fora Ponta;0,032;-;-
07/09/2021 17:15;Terça;Fora Ponta;0,024;-;-
07/09/2021 17:30;Terça;Fora Ponta;0,221;0,085;0,182
07/09/2021 17:45;Terça;Fora Ponta;0,262;-;-
07/09/2021 18:00;Terça;Fora Ponta;0,166;-;-
07/09/2021 18:15;Terça;Fora Ponta;0,257;-;-
07/09/2021 18:30;Terça;Fora Ponta;0,365;0,016;0,278
07/09/2021 18:45;Terça;Fora Ponta;0,481;-;-
07/09/2021 19:00;Terça;Fora Ponta;0,508;-;-
07/09/2021 19:15;Terça;Fora Ponta;0,526;-;-
07/09/2021 19:30;Terça;Fora Ponta;0,526;0,03;0,54
07/09/2021 19:45;Terça;Fora Ponta;0,542;-;-
07/09/2021 20:00;Terça;Fora Ponta;0,479;-;-
07/09/2021 20:15;Terça;Fora Ponta;0,29;-;-
07/09/2021 20:30;Terça;Fora Ponta;0,264;0,014;0,408
07/09/2021 20:45;Terça;Fora Ponta;0,402;-;-
07/09/2021 21:00;Terça;Fora Ponta;0,383;-;-
07/09/2021 21:15;Terça;Fora Ponta;0,343;-;-
07/09/2021 21:30;Terça;Fora Ponta;0,233;0,001;0,341
07/09/2021 21:45;Terça;Fora Ponta;0,296;-;-
07/09/2021 22:00;Terça;Fora Ponta;0,298;-;-
07/09/2021 22:15;Terça;Fora Ponta;0,214;-;-
07/09/2021 22:30;Terça;Fora Ponta;0,191;0,041;0,291
07/09/2021 22:45;Terça;Fora Ponta;0,432;-;-
07/09/2021 23:00;Terça;Fora Ponta;0,509;-;-
07/09/2021 23:15;Terça;Fora Ponta;0,568;-;-
07/09/2021 23:30;Terça;Fora Ponta;0,504;0,044;0,548
07/09/2021 23:45;Terça;Fora Ponta;0,539;-;-
08/09/2021 00:00;Quarta;Fora Ponta;0,493;-;-
08/09/2021 00:15;Quarta;Fora Ponta;0,431;-;-
08/09/2021 00:30;Quarta;Fora Ponta;0,439;0;0
08/09/2021 00:45;Quarta;Fora Ponta;0,469;-;-
08/09/2021 01:00;Quarta;Fora Ponta;0,462;-;-
08/09/2021 01:15;Quarta;Fora Ponta;0,458;-;-
08/09/2021 01:30;Quarta;Fora Ponta;0,343;0;0
08/09/2021 01:45;Quarta;Fora Ponta;0,406;-;-
08/09/2021 02:00;Quarta;Fora Ponta;0,46;-;-
08/09/2021 02:15;Quarta;Fora Ponta;0,42;-;-
08/09/2021 02:30;Quarta;Fora Ponta;0,476;0;0
08/09/2021 02:45;Quarta;Fora Ponta;0,446;-;-
08/09/2021 03:00;Quarta;Fora Ponta;0,475;-;-
08/09/2021 03:15;Quarta;Fora Ponta;0,421;-;-
08/09/2021 03:30;Quarta;Fora Ponta;0,42;0;0
08/09/2021 03:45;Quarta;Fora Ponta;0,44;-;-
08/09/2021 04:00;Quarta;Fora Ponta;0,44;-;-
08/09/2021 04:15;Quarta;Fora Ponta;0,457;-;-
08/09/2021 04:30;Quarta;Fora Ponta;0,437;0;0
08/09/2021 04:45;Quarta;Fora Ponta;0,434;-;-
08/09/2021 05:00;Quarta;Fora Ponta;0,462;-;-
08/09/2021 05:15;Quarta;Fora Ponta;0,514;-;-
08/09/2021 05:30;Quarta;Fora Ponta;0,564;0;0
08/09/2021 05:45;Quarta;Fora Ponta;0,512;-;-
08/09/2021 06:00;Quarta;Fora Ponta;0,487;-;-
08/09/2021 06:15;Quarta;Fora Ponta;0,536;-;-
08/09/2021 06:30;Quarta;Fora Ponta;0,544;0,051;0,571
08/09/2021 06:45;Quarta;Fora Ponta;0,558;-;-
08/09/2021 07:00;Quarta;Fora Ponta;0,438;-;-
08/09/2021 07:15;Quarta;Fora Ponta;0,425;-;-
08/09/2021 07:30;Quarta;Fora Ponta;0,391;0,065;0,518
08/09/2021 07:45;Quarta;Fora Ponta;0,344;-;-
08/09/2021 08:00;Quarta;Fora Ponta;0,256;-;-
08/09/2021 08:15;Quarta;Fora Ponta;0,268;-;-
08/09/2021 08:30;Quarta;Fora Ponta;0,276;0,055;0,341
08/09/2021 08:45;Quarta;Fora Ponta;0,29;-;-
08/09/2021 09:00;Quarta;Fora Ponta;0,293;-;-
08/09/2021 09:15;Quarta;Fora Ponta;0,29;-;-
08/09/2021 09:30;Quarta;Fora Ponta;0,288;0,059;0,349
08/09/2021 09:45;Quarta;Fora Ponta;0,294;-;-
08/09/2021 10:00;Quarta;Fora Ponta;0,287;-;-
08/09/2021 10:15;Quarta;Fora Ponta;0,282;-;-
08/09/2021 10:30;Quarta;Fora Ponta;0,28;0,087;0,373
08/09/2021 10:45;Quarta;Fora Ponta;0,3;-;-
08/09/2021 11:00;Quarta;Fora Ponta;0,331;-;-
08/09/2021 11:15;Quarta;Fora Ponta;0,26;-;-
08/09/2021 11:30;Quarta;Fora Ponta;0,276;0,11;0,402
08/09/2021 11:45;Quarta;Fora Ponta;0,437;-;-
08/09/2021 12:00;Quarta;Fora Ponta;0,46;-;-
08/09/2021 12:15;Quarta;Fora Ponta;0,443;-;-
08/09/2021 12:30;Quarta;Fora Ponta;0,51;0,069;0,531
08/09/2021 12:45;Quarta;Fora Ponta;0,4;-;-
08/09/2021 13:00;Quarta;Fora Ponta;0,5;-;-
08/09/2021 13:15;Quarta;Fora Ponta;0,494;-;-
08/09/2021 13:30;Quarta;Fora Ponta;0,552;0,056;0,542
08/09/2021 13:45;Quarta;Fora Ponta;0,42;-;-
08/09/2021 14:00;Quarta;Fora Ponta;0,224;-;-
08/09/2021 14:15;Quarta;Fora Ponta;0,307;-;-
08/09/2021 14:30;Quarta;Fora Ponta;0,4;0,126;0,464
08/09/2021 14:45;Quarta;Fora Ponta;0,295;-;-
08/09/2021 15:00;Quarta;Fora Ponta;0,158;-;-
08/09/2021 15:15;Quarta;Fora Ponta;0,05;-;-
08/09/2021 15:30;Quarta;Fora Ponta;0,048;0,18;0,318
08/09/2021 15:45;Quarta;Fora Ponta;0,041;-;-
08/09/2021 16:00;Quarta;Fora Ponta;0,197;-;-
08/09/2021 16:15;Quarta;Fora Ponta;0,196;-;-
08/09/2021 16:30;Quarta;Fora Ponta;0,271;0,13;0,306
08/09/2021 16:45;Quarta;Fora Ponta;0,103;-;-
08/09/2021 17:00;Quarta;Fora Ponta;0,188;-;-
08/09/2021 17:15;Quarta;Fora Ponta;0,16;-;-
08/09/2021 17:30;Quarta;Fora Ponta;0,037;0,174;0,296
08/09/2021 17:45;Quarta;Ponta;0,036;-;-
08/09/2021 18:00;Quarta;Ponta;0,032;-;-
08/09/2021 18:15;Quarta;Ponta;0,031;-;-
08/09/2021 18:30;Quarta;Ponta;0,03;0,289;0,322
08/09/2021 18:45;Quarta;Ponta;0,028;-;-
08/09/2021 19:00;Quarta;Ponta;0,028;-;-
08/09/2021 19:15;Quarta;Ponta;0,028;-;-
08/09/2021 19:30;Quarta;Ponta;0,028;0,272;0,3
08/09/2021 19:45;Quarta;Ponta;0,028;-;-
08/09/2021 20:00;Quarta;Ponta;0,026;-;-
08/09/2021 20:15;Quarta;Ponta;0,025;-;-
08/09/2021 20:30;Quarta;Ponta;0,026;0,272;0,299
08/09/2021 20:45;Quarta;Fora Ponta;0,098;-;-
08/09/2021 21:00;Quarta;Fora Ponta;0,145;-;-
08/09/2021 21:15;Quarta;Fora Ponta;0,167;-;-
08/09/2021 21:30;Quarta;Fora Ponta;0,14;0,139;0,277
08/09/2021 21:45;Quarta;Fora Ponta;0,178;-;-
08/09/2021 22:00;Quarta;Fora Ponta;0,122;-;-
08/09/2021 22:15;Quarta;Fora Ponta;0,09;-;-
08/09/2021 22:30;Quarta;Fora Ponta;0,293;0,135;0,306
08/09/2021 22:45;Quarta;Fora Ponta;0,434;-;-
08/09/2021 23:00;Quarta;Fora Ponta;0,421;-;-
08/09/2021 23:15;Quarta;Fora Ponta;0,461;-;-
08/09/2021 23:30;Quarta;Fora Ponta;0,586;0,166;0,642
08/09/2021 23:45;Quarta;Fora Ponta;0,688;-;-
09/09/2021 00:00;Quinta;Fora Ponta;0,644;-;-
09/09/2021 00:15;Quinta;Fora Ponta;0,292;-;-
09/09/2021 00:30;Quinta;Fora Ponta;0,298;0;0
09/09/2021 00:45;Quinta;Fora Ponta;0,284;-;-
09/09/2021 01:00;Quinta;Fora Ponta;0,278;-;-
09/09/2021 01:15;Quinta;Fora Ponta;0,277;-;-
09/09/2021 01:30;Quinta;Fora Ponta;0,292;0;0
09/09/2021 01:45;Quinta;Fora Ponta;0,294;-;-
09/09/2021 02:00;Quinta;Fora Ponta;0,407;-;-
09/09/2021 02:15;Quinta;Fora Ponta;0,436;-;-
09/09/2021 02:30;Quinta;Fora Ponta;0,382;0;0
09/09/2021 02:45;Quinta;Fora Ponta;0,277;-;-
09/09/2021 03:00;Quinta;Fora Ponta;0,288;-;-
09/09/2021 03:15;Quinta;Fora Ponta;0,29;-;-
09/09/2021 03:30;Quinta;Fora Ponta;0,242;0;0
09/09/2021 03:45;Quinta;Fora Ponta;0,364;-;-
09/09/2021 04:00;Quinta;Fora Ponta;0,428;-;-
09/09/2021 04:15;Quinta;Fora Ponta;0,397;-;-
09/09/2021 04:30;Quinta;Fora Ponta;0,3;0;0
09/09/2021 04:45;Quinta;Fora Ponta;0,416;-;-
09/09/2021 05:00;Quinta;Fora Ponta;0,401;-;-
09/09/2021 05:15;Quinta;Fora Ponta;0,404;-;-
09/09/2021 05:30;Quinta;Fora Ponta;0,451;0;0
09/09/2021 05:45;Quinta;Fora Ponta;0,59;-;-
09/09/2021 06:00;Quinta;Fora Ponta;0,575;-;-
09/09/2021 06:15;Quinta;Fora Ponta;0,565;-;-
09/09/2021 06:30;Quinta;Fora Ponta;0,551;0,207;0,777
09/09/2021 06:45;Quinta;Fora Ponta;0,6;-;-
09/09/2021 07:00;Quinta;Fora Ponta;0,617;-;-
09/09/2021 07:15;Quinta;Fora Ponta;0,568;-;-
09/09/2021 07:30;Quinta;Fora Ponta;0,472;0,194;0,758
09/09/2021 07:45;Quinta;Fora Ponta;0,442;-;-
09/09/2021 08:00;Quinta;Fora Ponta;0,392;-;-
09/09/2021 08:15;Quinta;Fora Ponta;0,336;-;-
09/09/2021 08:30;Quinta;Fora Ponta;0,359;0,211;0,594
09/09/2021 08:45;Quinta;Fora Ponta;0,352;-;-
09/09/2021 09:00;Quinta;Fora Ponta;0,298;-;-
09/09/2021 09:15;Quinta;Fora Ponta;0,338;-;-
09/09/2021 09:30;Quinta;Fora Ponta;0,295;0,249;0,57
09/09/2021 09:45;Quinta;Fora Ponta;0,251;-;-
09/09/2021 10:00;Quinta;Fora Ponta;0,205;-;-
09/09/2021 10:15;Quinta;Fora Ponta;0,132;-;-
09/09/2021 10:30;Quinta;Fora Ponta;0,113;0,239;0,414
09/09/2021 10:45;Quinta;Fora Ponta;0,032;-;-
09/09/2021 11:00;Quinta;Fora Ponta;0,031;-;-
09/09/2021 11:15;Quinta;Fora Ponta;0,047;-;-
09/09/2021 11:30;Quinta;Fora Ponta;0,263;0,312;0,406
09/09/2021 11:45;Quinta;Fora Ponta;0,246;-;-
09/09/2021 12:00;Quinta;Fora Ponta;0,257;-;-
09/09/2021 12:15;Quinta;Fora Ponta;0,247;-;-
09/09/2021 12:30;Quinta;Fora Ponta;0,244;0,326;0,574
09/09/2021 12:45;Quinta;Fora Ponta;0,263;-;-
09/09/2021 13:00;Quinta;Fora Ponta;0,354;-;-
09/09/2021 13:15;Quinta;Fora Ponta;0,365;-;-
09/09/2021 13:30;Quinta;Fora Ponta;0,379;0,276;0,616
09/09/2021 13:45;Quinta;Fora Ponta;0,371;-;-
09/09/2021 14:00;Quinta;Fora Ponta;0,283;-;-
09/09/2021 14:15;Quinta;Fora Ponta;0,271;-;-
09/09/2021 14:30;Quinta;Fora Ponta;0,377;0,25;0,575
09/09/2021 14:45;Quinta;Fora Ponta;0,258;-;-
09/09/2021 15:00;Quinta;Fora Ponta;0,328;-;-
09/09/2021 15:15;Quinta;Fora Ponta;0,376;-;-
09/09/2021 15:30;Quinta;Fora Ponta;0,403;0,215;0,556
09/09/2021 15:45;Quinta;Fora Ponta;0,394;-;-
09/09/2021 16:00;Quinta;Fora Ponta;0,358;-;-
09/09/2021 16:15;Quinta;Fora Ponta;0,376;-;-
09/09/2021 16:30;Quinta;Fora Ponta;0,385;0,098;0,476
09/09/2021 16:45;Quinta;Fora Ponta;0,388;-;-
09/09/2021 17:00;Quinta;Fora Ponta;0,314;-;-
09/09/2021 17:15;Quinta;Fora Ponta;0,269;-;-
09/09/2021 17:30;Quinta;Fora Ponta;0,262;0,104;0,413
09/09/2021 17:45;Quinta;Ponta;0,037;-;-
09/09/2021 18:00;Quinta;Ponta;0,034;-;-
09/09/2021 18:15;Quinta;Ponta;0,035;-;-
09/09/2021 18:30;Quinta;Ponta;0,032;0,332;0,367
09/09/2021 18:45;Quinta;Ponta;0,032;-;-
09/09/2021 19:00;Quinta;Ponta;0,035;-;-
09/09/2021 19:15;Quinta;Ponta;0,035;-;-
09/09/2021 19:30;Quinta;Ponta;0,034;0,334;0,368
09/09/2021 19:45;Quinta;Ponta;0,032;-;-
09/09/2021 20:00;Quinta;Ponta;0,034;-;-
09/09/2021 20:15;Quinta;Ponta;0,017;-;-
09/09/2021 20:30;Quinta;Ponta;0,013;0,237;0,261
09/09/2021 20:45;Quinta;Fora Ponta;0,013;-;-
09/09/2021 21:00;Quinta;Fora Ponta;0,013;-;-
09/09/2021 21:15;Quinta;Fora Ponta;0,014;-;-
09/09/2021 21:30;Quinta;Fora Ponta;0,013;0,091;0,105
09/09/2021 21:45;Quinta;Fora Ponta;0,013;-;-
09/09/2021 22:00;Quinta;Fora Ponta;0,059;-;-
09/09/2021 22:15;Quinta;Fora Ponta;0,288;-;-
09/09/2021 22:30;Quinta;Fora Ponta;0,571;0,067;0,3
09/09/2021 22:45;Quinta;Fora Ponta;0,636;-;-
09/09/2021 23:00;Quinta;Fora Ponta;0,626;-;-
09/09/2021 23:15;Quinta;Fora Ponta;0,635;-;-
09/09/2021 23:30;Quinta;Fora Ponta;0,666;0,023;0,663
09/09/2021 23:45;Quinta;Fora Ponta;0,594;-;-
